Name_EN,Nom_FR,SubClass_EN,SousClasse_FR,PharmacologicalClass_EN,ClassePharmacologique_FR,Act,Schedule,Item,Subitem,Line,Subline
Methotrimeprazine,Méthotriméprazine,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Methoxetamine,Méthoxétamine,Ketamine & analogues,Kétamine & analogues,Dissociatives,Dissociatifs,CD,I,14,,,
Methoxyacetylfentanyl,Méthoxyacétylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,,
"methoxy-N,α-dimethyl-benzeneethanamine","méthoxy-N,α-diméthyl-benzèneéthanamine",Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,18,,,
Methoxyphenylpiperazine,Méthoxyphénylpipérazine,Arylpiperazines & benzylpiperazines,Arylpipérazines  & benzylpipérazines,Stimulants,Stimulants,OT,,,,,
methyl (1-(cyclohexylmethyl)-1H-indole-3-carbonyl) valinate,méthyl (1-(cyclohexylméthyl)-1H-indole-3-carbonyl) valinate,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,9,
methyl 2-(1-(4-fluorobenzyl)-1H-indazole-3-carboxamido)-3-methylbutanoate,méthyl 2-(1-(4-fluorobenzyl)-1H-indazole-3-carboxamido)-3-méthylbutanoate,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,8,
"methyl 2-(1-(4-fluorobutyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate","méthyl 2-(1-(4-fluorobutyl)-1H-indazole-3-carboximido)-3,3-diméthylbutanoate",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,,
"methyl 2-(1-(4-fluorobutyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate","méthyl 2-(1-(4-fluorobutyl)-1H-indazole-3-carboximido)-3,3-diméthylbutanoate",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,,
"Methyl 2-(1-(5-fluoropentyl)-1H-indole-3-carboxamido)-3,3-dimethylbutanoate","Méthyl 2-(1-(5-fluoropentyl)-1H-indole-3-carboxamido)-3,3-diméthylbutanoate",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,9,
Methyl 2-phenylacetoacetate,Méthyl 2-phénylacétoacétate,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,11,,,
Methyl acetylfentanyl ,Méthyl acétylfentanyl ,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,,
Methyl ecgonine,Méthyl ecgonine,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,I,2,,,
Methyl N-(1-(5-fluoropentyl)-1H-indole-3-carbonyl)valinate,Méthyl N-(1-(5-fluoropentyl)-1H-indole-3-carbonyl)valinate,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,9,
"Methyl-2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3,3-dimethylbutanoate","Méthyl-2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3,3-diméthylbutanoate",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,8,
methyl-2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3-methylbutanoate,méthyl-2-[1-(5-fluoropentyl)-1H-indazole-3-carboxamido]-3-méthylbutanoate,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,8,
Methylamine,Méthylamine,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,OT,,,,,
Methylbenzylpiperazine,Méthylbenzylpipérazine,Arylpiperazines & benzylpiperazines,Arylpipérazines  & benzylpipérazines,Stimulants,Stimulants,OT,,,,,
Methyldesorphine,Méthyldésorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,18,
Methyldihydromorphine,Méthyldihydromorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,19,
Methylenedioxypyrovalerone,Méthylènedioxypyrovalérone,Cathinones,Cathinones,Stimulants,Stimulants,CD,I,17.1,,,
Methylfentanyl,Méthylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,,
Methyl-methcathinone,Méthyl-methcathinone,Cathinones,Cathinones,Stimulants,Stimulants,CD,I,19,,1,
Methyl-methcathinone,Méthyl-methcathinone,Cathinones,Cathinones,Stimulants,Stimulants,CD,I,19,,1,
Methylparaben,Méthylparabène,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
Methylphenobarbital,Méthylphénobarbital,Barbiturates,Barbituriques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,,,,
Methylphenylisonipecotonitrile,Méthylphénylisonipecotonitrile,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,14,
Methyltestosterone,Méthyltestostérone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,25,
Methylthioamphetamine,Méthylthioamphétamine,Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,,,,
Methyl-α-pyrrolidinopropiophenone,Méthyl-α-pyrrolidinopropiophenone,Cathinones,Cathinones,Stimulants,Stimulants,CD,I,19,,1,
Methyprylon,Méthylprylone,Other sedatives/hypnotics,Autres sédatifs/hypnotiques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,17,,,
Metoclopramide,Métoclopramide,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
metodesnitazene,metodesnitazene,Nitazenes,Nitazènes,Opioids,Opioïdes,,,,,,
Metonitazene,Métonitazène,Nitazenes,Nitazènes,Opioids,Opioïdes,CD,I,13,,,
Metopon,Métopon,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,20,
Metoprolol,Métoprolol,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
MFUBINAC,MFUBINAC,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Midazolam,Midazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,22.1,
Mirtazapine,Mirtazapine,Atypical antidepressants,Antidépresseurs atypiques,Antidepressants,Antidépresseurs,FD,F,,,,
Mitragynine,Mitragynine,Other opioids,Autres opioïdes,Opioids,Opioïdes,OT,,,,,
MMB-022,MMB-022,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MMB-PICA,MMB-PICA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
MMB-PINACA,MMB-PINACA,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Moramide intermediate,Moramide intermediate,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,,,,,,
Morpheridine,Morphéridine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,15,
Morphine,Morphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,3,
Morphine,morphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,3,
Morphine methobromide,Morphine methobromide,Opiates,Opiacés,Opioids,Opioïdes,,,,,,
Morphine-N-oxide,N-oxymorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,21,
MPhP-2201 (5F-MPP-PICA),MPhP-2201 (5F-MPP-PICA),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Myrophine,Myrophine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,22,
"N-(1-(aminocarbonyl)-2,2-dimethylpropyl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide","N-(1-(aminocarbonyl)-2,2-diméthylpropyl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,8,
"N-(1-(aminocarbonyl)-2,2-dimethylpropyl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide","N-(1-(aminocarbonyl)-2,2-diméthylpropyl)-1-(cyclohexylméthyl)-1H-indazole-3-carboxamide",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,8,
N-(1-(aminocarbonyl)-2-methylpropyl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide,N-(1-(aminocarbonyl)-2-méthylpropyl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,8,iii
N-(1-(aminocarbonyl)-2-methylpropyl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide,N-(1-(aminocarbonyl)-2-méthylpropyl)-1-(4-cyclohexylméthyl)-1H-indazole-3-carboxamide ,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,8,
"N-(1,4-dimethylpentyl)-3,4-dimethoxyamphetamine","N-(diméthyl-1,4 pentyl) diméthoxy-3,4 amphétamine",Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,OT,,,,,
N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(phenylmethyl)-1H-indazole-3-carboxamide,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(phenylmethyl)-1H-indazole-3-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide,N-(1-amino-3-méthyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,8,iv
N-(1-benzylpyrrolidin-3-yl)-5-chloro-3-ethyl-1H-indole-2-carboxamide,N-(1-benzylpyrrolidin-3-yl)-5-chloro-3-ethyl-1H-indole-2-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
N-(1-phenylcyclohexyl)ethylamine,N-(Phényl-1 cyclohexyl) éthylamine,PCP & analogues,PCP & analogues,Dissociatives,Dissociatifs,CD,III,13,,,
N-(2-phenylpropan-2-yl)-1-((tetrahydro-2H-pyran-4-yl)methyl)-1H-indazole-3-carboxamide,N-(2-phenylpropan-2-yl)-1-((tetrahydro-2H-pyran-4-yl)methyl)-1H-indazole-3-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
N-(adamantan-1-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide,N-(adamantan-1-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,8,ii
N-(adamantan-1-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide,N-(adamantan-1-yl)-1-(cyclohexylméthyl)-1H-indazole-3-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,,
N-(adamantan-1-yl)-1H-indazole-3-carboxamide,N-(adamantan-1-yl)-1H-indazole-3-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
N-(Naphthalen-1-yl)-1-pentyl-1H-indazol-3-carboxamide,N-(Naphthalen-1-yl)-1-pentyl-1H-indazol-3-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
"N-(naphthalen-1-yl)-1-pentyl-1H-pyrrolo[2,3-b]pyridine-3-carboxamide","N-(naphthalen-1-yl)-1-pentyl-1H-pyrrolo[2,3-b]pyridine-3-carboxamide",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
"N,N-Diethyl-2-(1-pentyl-1H-indol-3-yl)-4-thiazol-methanamine","N,N-Diethyl-2-(1-pentyl-1H-indol-3-yl)-4-thiazol-methanamine",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
"N,N-Diethyltryptamine","N,N-Diéthyltryptamine",Tryptamines ,Tryptamines ,Hallucinogens,Hallucinogènes,CD,III,6,,,
"N,N-dimethyl-3,4-methylenedioxyamphetamine","N,N-diméthyl méthylènedioxy-3,4 amphétamine",Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,19,,11,
"N,N-dimethylamphetamine","N,N-diméthylamphétamine",Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,19,,1,
"N,N-Dimethyltryptamine","N,N-diméthyltryptamine",Tryptamines ,Tryptamines ,Hallucinogens,Hallucinogènes,CD,III,7,,,
N-{2-[4-(dimethylamino)phenyl]ethyl}-3-ethyl-5-fluoro-1H-indole-2-carboxamide,N-{2-[4-(dimethylamino)phenyl]ethyl}-3-ethyl-5-fluoro-1H-indole-2-carboxamide,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Nabilone,nabilone,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,1,i
Naloxone,Naloxone,Opioid antagonists,Antagonistes des opioïdes,Other,Autre,FD,F,,,,
Nandrolone,Nandrolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,28,
Nandrolone Decanoate,Décanoate de nandrolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
Nandrolone phenylpropionate,Phénylpropionate de nandrolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,,
"Naphthalen-1-yl(1-(pent-4-enyl)-1H-pyrrolo[2,3-b]pyridin-3-yl)methanone","Naphthalen-1-yl(1-(pent-4-enyl)-1H-pyrrolo[2,3-b]pyridin-3-yl)methanone",Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Naphthalen-1-yl(1-(pentyl-1H-benzo[d]imidazol-2-yl)methanone,Naphthalen-1-yl(1-(pentyl-1H-benzo[d]imidazol-2-yl)methanone,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Naphthalen-1-yl-(1-pentyl-1H-7-azaindol-3-yl)methanone,Naphthalen-1-yl-(1-pentyl-1H-7-azaindol-3-yl)methanone,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Naphthalen-1-yl-1-benzyl-1H-indole-3-carboxylate,Naphthalen-1-yl-1-benzyl-1H-indole-3-carboxylate,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Narcotine,Narcotine,Cutting agents,Agents de coupe,Other,Autre,OT,,,,,
N-butylamphetamine,"N-butylamphétamine, une amphétamine",Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,19,,,
N-desethyl Isotonitazene,N-déséthyl Isotonitazène,Nitazenes,Nitazènes,Opioids,Opioïdes,CD,I,13,,,
"N-ethyl-3,4-methylenedioxyamphetamine","N-éthyl  méthylènedioxy-3,4 amphétamine",Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,III,,,,
"N-ethyl-3,4-methylenedioxyamphetamine","N-éthyl  méthylènedioxy-3,4 amphétamine",Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,19,,12,
N-ethylamphetamine,N-éthylamphétamine,Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,19,,2,
"N-hydroxy-3,4-methylenedioxyamphetamine","N-hydroxy méthylènedioxy-3,4 amphétamine",Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,19,,20,
Nicocodine,Nicocodéine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,24,
Nicodicodine,Nicodicodine,Opiates,Opiacés,Opioids,Opioïdes,,,,,,
Nicomorphine,Nicomorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,25,
Nicotine,Nicotine,Nootropics,Nootropiques,Cognitive enhancers,Substances améliorant la performance cognitive,FD,F,,,,
Nicotine,Nicotine,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,OT,,,,,
Nimetazepam,Nimétazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,23,
Nitrazepam,Nitrazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,24,
N-Methyl-2-phenylpropan-1-amine,N-Methyl-2-phenylpropan-1-amine,Phenethylamines (stimulant),Phénéthylamines (stimulant),Stimulants,Stimulants,OT,,,,,
"N-methyl-3,4-methylenedioxyamphetamine","N-méthyl méthylènedioxy-3,4 amphétamine",Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,19,,8,
N-Methyl-4-methoxyamphetamine,N-Méthyl méthoxy-4 amphétamine,Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,III,1,,,
N-Methyl-4-methoxyamphetamine,N-Méthyl-4-méthoxyamphétamine,Amphetamines / methamphetamines,Amphétamines / méthamphétamines,Stimulants,Stimulants,CD,I,18,,,
N-Methylbenzylamine,N-méthylbenzylamine,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,OT,,,,,
NNE-1,NNE-1,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
NNEI 2’-indazole isomer,NNEI 2’-indazole isomer,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Non-solids containing cannabis,Substances qui ne sont pas solides et qui contiennent du cannabis,Cannabinoids & derivatives,Cannabinoïdes & dérivés,Cannabinoids,Cannabinoïdes,CA,3,4,,,
Noracymethadol,Noracyméthadol,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,6,,7,
Norcodeine,Norcodéine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,26,
Nordazepam,Nordazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,25,
Norephedrine,Noréphédrine,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,10,,,
Norlevorphanol,Norlévorphanol,Opiates,Opiacés,Opioids,Opioïdes,CD,I,10,,6,
Normethadone,Norméthadone,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,5,,5,
Normorphine,Normorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,27,
noroxymorphone,noroxymorphone,Opiates,Opiacés,Opioids,Opioïdes,,,,,,
Norpethidine,Norpéthidine,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,I,3,,16,
Norpipanone,Norpipanone,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,5,,6,
Norpseudoephedrine,Norpseudoéphédrine,Ephedrine-type,De type éphédrine,Stimulants,Stimulants,OT,,,,,
Nortriptyline,Nortriptyline,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
N-propionyl fluoro Norfentanyl,N-propionyl fluoro Norfentanyl,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,28,,,
N-Pyrrolidino Etonitazene,N-Pyrrolidino Étonitazène,Nitazenes,Nitazènes,Opioids,Opioïdes,CD,I,13,,,
N-Pyrrolidino Protonitazene,N-Pyrrolidino Protonitazène,Nitazenes,Nitazènes,Opioids,Opioïdes,CD,I,13,,,
O3-Monoacetylmorphine,O3-Monoacétylmorphine,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,10,
Ocfentanil,Ocfentanil,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,,
Olanzapine,Olanzapine,Atypical antipsychotics,Antypsychotiques atypiques,Antipsychotics,Antipsychotiques,FD,F,,,,
Opium,Opium,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,1,
Org 27569,Org 27569,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Oripavine,Oripavine,Opiates,Opiacés,Opioids,Opioïdes,,,,,,
ortho-Fluorofentanyl,ortho-Fluorofentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,,
ortho-methoxyfuranylfentanyl,ortho-methoxyfuranylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
ortho-methylacetylfentanyl,ortho-methylacetylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
ortho-methylcyclopropylfentanyl,ortho-methylcyclopropylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
ortho-methylmethoxyacetylfentanyl,ortho-methylmethoxyacetylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
Oxandrolone,Oxandrolone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,33,
Oxazepam,Oxazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,26,
Oxazolam,Oxazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,27,
Oxazolam,Oxazolam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,27,
Oxycodone,Oxycodone,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,28,
Oxymetholone,Oxymétholone,Steroids,Stéroïdes,Physical performance enhancers,Substances améliorant la performance physique,CD,IV,23,,35,
Oxymorphone,Oxymorphone,Opiates,Opiacés,Opioids,Opioïdes,CD,I,1,,29,
Papaverine,Papavérine,Opiates,Opiacés,Opioids,Opioïdes,OT,,,,,
para-Fluorofentanyl,para-Fluorofentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,CD,I,16,,4,
para-fluorofuranylfentanyl,para-fluorofuranylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
Parahexyl,parahexyl,Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,CD,II,2,,1,ii
para-methoxybutyrylfentanyl,para-methoxybutyrylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
para-methoxyfentanyl,para-methoxyfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
para-methoxyfuranylfentanyl,para-methoxyfuranylfentanyl,Fentanyl & analogues,Fentanyl & analogues,Opioids,Opioïdes,,,,,,
para-methyl AP-237,para-methyl AP-237,Other opioids,Autres opioïdes,Opioids,Opioïdes,,,,,,
para-methyl-4-methylaminorex,para-methyl-4-methylaminorex,Other stimulants,Autres stimulants,Stimulants,Stimulants,,,,,,
Paroxetine,Paroxétine,Selective Serotonin Reuptake Inhibitors (SSRI),Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Antidepressants,Antidépresseurs,FD,F,,,,
PB-22 N-(2-fluoropentyl),PB-22 N-(2-fluoropentyl),Synthetic cannabinoids & mimetics,Cannabinoïdes synthétiques & mimétiques,Cannabinoids,Cannabinoïdes,,,,,,
Pemoline,Pémoline,Other stimulants,Autres stimulants,Stimulants,Stimulants,CD,IV,25.1,,,
Penicillin,Pénicilline,"Other (drugs) prescription, otc, or illicit","Autres (drogues) de prescription, en vente libre ou illicites",Other,Autre,FD,F,,,,
Pentazocine,Pentazocine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,11,,3,
Pentobarbital,Pentobarbital,Barbiturates,Barbituriques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,1,,20,
PEPAP,PEPAP,Other opioids,Autres opioïdes,Opioids,Opioïdes,,,,,,
Pethidine,Péthidine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,17,
Pethidine Intermediate C,péthidine intermédiaire C,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,22,
Phenacetin,Phénacétine,Cutting agents,Agents de coupe,Other,Autre,FD,F,,,,
Phenadoxone,Phénaxodone,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,5,,7,
Phenampromide,Phénampromide,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,12,,2,
Phenazepam,Phénazépam,Benzodiazepines,Benzodiazépines,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,18,,,
Phenazocine,Phénazocine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,11,,1,
Phencyclidine,Phencyclidine,PCP & analogues,PCP & analogues,Dissociatives,Dissociatifs,CD,I,14,,,
Phenethylamine,Phénéthylamine,Phenethylamines (stimulant),Phénéthylamines (stimulant),Stimulants,Stimulants,OT,,,,,
Phenmetrazine,Phenmétrazine,Ephedrine-type,De type éphédrine,Stimulants,Stimulants,CD,IV,6,,,
Phenobarbital,Phénobarbital,Barbiturates,Barbituriques,Sedatives/ Hypnotics,Sédatifs/ Hypnotiques,CD,IV,1,,21,
Phenomorphan,Phénomorphane,Opiates,Opiacés,Opioids,Opioïdes,CD,I,10,,7,
Phenoperidine,Phénopéridine,Other opioids,Autres opioïdes,Opioids,Opioïdes,CD,I,3,,18,
Phentermine,Phentermine,Other stimulants,Autres stimulants,Stimulants,Stimulants,CD,IV,8,,,
Phenylacetic acid,Acide phénylacétique,Precursors / key intermediates / reagents  ,Précurseurs / intermédiaires clés / Réactifs,Other,Autre,CD,VI,12,,,
